,i,year,month,acyear,title,category,inst,instclass,url
5380,5380,2014,11,2014,Senior Lecturer in Astronomy with specialisation in Physics of Planetary Systems UFV-PA 2014/2730 - JRID49531,Faculty Positions (tenure and tenure-track),Uppsala University,Foreign,../job_view?JobID=49531
5381,5381,2005,10,2005,Tenure Track Position in Observational Astronomy or Observational Astrophysics - JRID25062,TT,Macalester College,Small Academic,../job_view?JobID=25062
5382,5382,2014,11,2014,Kavli Institute Fellowship in Exoplanets - JRID49533,Post-doctoral Positions and Fellowships,"Institute of Astronomy, Cambridge University, UK",Foreign,../job_view?JobID=49533
5383,5383,2008,6,2008,X-ray astronomy - JRID31803,Post-doctoral Positions and Fellowships,"Service d'Astrophysique, CEA Saclay",Foreign,../job_view?JobID=31803
5384,5384,2008,6,2008,Study the Black Hole Universe -- 10 PhD positions in new EU Marie Curie ITN Network - JRID31800,Pre-doctoral/Graduate Positions,Multiple (see text) within EU Initial Tr,Foreign,../job_view?JobID=31800
5385,5385,2005,10,2005,Associate Editor - Astronomy Magazine - JRID25068,Other,Kalmbach Publishing Co. - Human Resource,Other,../job_view?JobID=25068
5386,5386,2008,6,2008,Data-centric Science Specialist - JRID31806,Rsrch,Carnegie Mellon University,Other,../job_view?JobID=31806
5387,5387,2015,12,2015,Postdoctoral Researcher in IFU Galaxy Evolution - JRID52936,Post-doctoral Positions and Fellowships,University of Portsmouth,Large Academic,../job_view?JobID=52936
5388,5388,2006,11,2006,Postdoctoral Fellowships in Theoretical Physics at the Niels Bohr International Academy - JRID27939,PostV,"Niels Bohr Institute, University of Cope",Foreign,../job_view?JobID=27939
5389,5389,2006,11,2006,Joint Postdoctoral Position at the Shanghai Observatory and the Max-Planck-Institut fuer Astrophysik - JRID27936,PostV,Max-Planck-Institut fuer Astrophysik,Foreign,../job_view?JobID=27936
5390,5390,2006,11,2006,Postdoctoral Research Positions in Astrophysics and e-Science UNIVERSITY OF DURHAM - JRID27930,PostV,Department of Physics,Foreign,../job_view?JobID=27930
5391,5391,2006,11,2006,Postdoctoral Fellowship in Theoretical Astrophysics - JRID27933,PostV,Leiden Observatory,Large Academic,../job_view?JobID=27933
5392,5392,2010,11,2010,College Laboratory Technician- Engineering Science &amp; Physics Job ID # 3464 - JRID37956,Faculty Positions (tenure and tenure-track),College of Staten Island- CUNY,Large Academic,../job_view?JobID=37956
5393,5393,2015,4,2014,FONDECYT Postdoctoral Fellowships at Universidad de Chile - JRID50893,Post-doctoral Positions and Fellowships,Universidad de Chile,Large Academic,../job_view?JobID=50893
5394,5394,2010,11,2010,Postdoctoral position in Observational and Computational Cosmology - JRID37953,Post-doctoral Positions and Fellowships,Institut de Ciencies de l'Espai (CSIC-IE,Foreign,../job_view?JobID=37953
5395,5395,2010,11,2010,Postdoctoral Research Fellow in Astrophysics and Cosmology - JRID37950,Post-doctoral Positions and Fellowships,Korea Institute for Advanced Study (KIAS,Foreign,../job_view?JobID=37950
5396,5396,2015,4,2014,Post-Doctoral fellowship - JRID50899,Post-doctoral Positions and Fellowships,National Astronomical Research Institute of Thailand (NARIT),Government Agency,../job_view?JobID=50899
5397,5397,2005,3,2004,Research Assistant Professor - JRID24102,Rsrch,University of Washington,Large Academic,../job_view?JobID=24102
5398,5398,2011,5,2010,The Astrophysical Journal - Scientific Editors - JRID39384,Other,Canidate's own institution,Other,../job_view?JobID=39384
5399,5399,2011,5,2010,OCE Postdoctoral Fellowship - A census of the Local Universe - JRID39386,Post-doctoral Positions and Fellowships,CSIRO Astronomy &amp; Space Science,Government Agency,../job_view?JobID=39386
5400,5400,2003,11,2003,Tenure-Track Faculty Position in Astronomy and Astrophysics - JRID21198,TT,"Instiute of Astronomy, National Central",Small Academic,../job_view?JobID=21198
5401,5401,2003,11,2003,Geomagnetic Field Modelling - JRID21195,PostV,USGS,Government Agency,../job_view?JobID=21195
5402,5402,2003,11,2003,Research Associate - JRID21192,PostV,National Research Council Canada,Foreign,../job_view?JobID=21192
5403,5403,2009,7,2009,Postdoctoral positions with the Cosmic Origins Spectrograph Science Team - JRID34602,Post-doctoral Positions and Fellowships,Center for Astrophysics and Space Astron,Large Academic,../job_view?JobID=34602
5404,5404,2010,11,2010,Postdoctoral Position Astronomy/Astrophysics - JRID38382,Post-doctoral Positions and Fellowships,UW Madison Astronomy Department,Large Academic,../job_view?JobID=38382
5405,5405,2012,1,2011,"post-doctoral position in exoplanet research (Leuven, Belgium) - JRID41464",Post-doctoral Positions and Fellowships,"Leuven University, Belgium",Large Academic,../job_view?JobID=41464
5406,5406,2009,5,2008,Postdoctoral Position in Interstellar Medium Research - JRID34353,Post-doctoral Positions and Fellowships,University of Maryland,Large Academic,../job_view?JobID=34353
5407,5407,2009,5,2008,Telescope Systems Engineer - JRID34356,Scientific/Technical Staff,Apache Point Observatory,Large Academic,../job_view?JobID=34356
5408,5408,2009,7,2009,ASSISTANT PROFFESOR IN DATA MINING COMPUTER SCIENCE DEPARTMENT - COLLEGE OF ENGINEERING - JRID34605,Faculty Positions (visiting and non-tenure),PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,Foreign,../job_view?JobID=34605
5409,5409,2014,11,2014,Postdoctoral Research Associates - JRID49651,Post-doctoral Positions and Fellowships,University of Arizona/Steward Observatory,Other,../job_view?JobID=49651
5410,5410,2009,4,2008,Press Officer and Education &amp; Outreach Coordinator - JRID34359,Other,American Astronomical Society,Other,../job_view?JobID=34359
5411,5411,2009,7,2009,Research Associates in Observational Astronomy - JRID34608,Post-doctoral Positions and Fellowships,P. Universidad Cat,Foreign,../job_view?JobID=34608
5412,5412,2010,12,2010,Postdoctoral Teaching and Research Fellow in Planetary Science - JRID38388,Post-doctoral Positions and Fellowships,Mount Holyoke College,Small Academic,../job_view?JobID=38388
5413,5413,2014,11,2014,Postdoctoral Scholar - JRID49654,Post-doctoral Positions and Fellowships,California Institute of Technology,Small Academic,../job_view?JobID=49654
5414,5414,2012,1,2011,Visiting Professor of Astronomy/Astrophysics - JRID41468,Faculty Positions (visiting and non-tenure),Ohio University,Large Academic,../job_view?JobID=41468
5415,5415,2014,11,2014,Senior Lectureships at the University of KwaZulu-Natal - JRID49656,Faculty Positions (tenure and tenure-track),University of KwaZulu-Natal,Large Academic,../job_view?JobID=49656
5416,5416,2005,11,2005,Research Fellow in Solar Physics - JRID25473,PostV,Queens University Belfast,Large Academic,../job_view?JobID=25473
5417,5417,2003,4,2002,Instrument Program Scientist - JRID20112,Rsrch,Gemini Observatory,Government Agency,../job_view?JobID=20112
5418,5418,2005,11,2005,Research Fellow in Supernovae Studies - JRID25470,PostV,Queens University Belfast,Large Academic,../job_view?JobID=25470
5419,5419,2005,11,2005,Graduate Student Research Assistantships at STScI in Astronomical Detectors - JRID25476,Rsrch,Space Telescope Science Institute,Other,../job_view?JobID=25476
5420,5420,2003,4,2002,"Editor, The Astronomical Journal - JRID20115",MngOth,American Astronomical Society,Other,../job_view?JobID=20115
5421,5421,2005,11,2005,Post Doc at STScI in Massive Star LTSA Project - JRID25479,PostV,Space Telescope Science Institute,Other,../job_view?JobID=25479
5422,5422,2003,4,2002,C3 Staff Astronomer (tenure-track/tenured) - JRID20118,TT,Max-Planck Institute for Astronomy,Foreign,../job_view?JobID=20118
5423,5423,2013,12,2013,Postdoctoral Researchers in Cosmology and Astrophysics - JRID46813,Post-doctoral Positions and Fellowships,"ICG, University of Portsmouth",Large Academic,../job_view?JobID=46813
5424,5424,2012,8,2012,PhD Position; Search for varying constants on a cosmological time scale - JRID42515,Pre-doctoral/Graduate Positions,VU University Amsterdam,Large Academic,../job_view?JobID=42515
5425,5425,2012,9,2012,Postdoctoral Research in Hard X-ray Astrophysics (NuSTAR) - JRID42846,Post-doctoral Positions and Fellowships,Johns Hopkins University,Large Academic,../job_view?JobID=42846
5426,5426,2012,8,2012,Postdoctoral Position in Optical Astrophysics / Cosmology / Photometry - JRID42512,Post-doctoral Positions and Fellowships,University of Victoria,Large Academic,../job_view?JobID=42512
5427,5427,2011,10,2011,Postdoc in extragalactic astronomy - JRID40327,Post-doctoral Positions and Fellowships,University of California Santa Barbara,Large Academic,../job_view?JobID=40327
5428,5428,2014,12,2014,Postdoctoral positions in theoretical and numerical high energy astrophysics - JRID50090,Post-doctoral Positions and Fellowships,Tel Aviv Univeristy,Foreign,../job_view?JobID=50090
5429,5429,2013,12,2013,Postdoctoral Position in Astrophysics: The formation and evolution of mean-motion resonances in planetary systems - JRID46819,Post-doctoral Positions and Fellowships,Astronomy and Astrophysics Group of the Faculty of Mathematics and Physics of the University of Szczecin,Large Academic,../job_view?JobID=46819
5430,5430,2012,10,2012,Several PhD fellowships in Astronomy and Astrophysics  - JRID42849,Pre-doctoral/Graduate Positions,International Max Planck Reserach School Heidelberg,Foreign,../job_view?JobID=42849
5431,5431,2014,12,2014,"Engineer - iLocater Project - Department of Physics, University of Notre Dame - JRID50094",Science Engineering,University of Notre Dame,Large Academic,../job_view?JobID=50094
5432,5432,2012,8,2012,Postdoctoral Fellowship with the Submillimeter Array - JRID42518,Post-doctoral Positions and Fellowships,Smithsonian Astrophysical Observatory,Government Agency,../job_view?JobID=42518
5433,5433,2007,11,2007,Tenure Track Assistant Professor - JRID30294,TT,San Francisco State University,Large Academic,../job_view?JobID=30294
5434,5434,2007,11,2007,Tenure or Tenure-Track Faculty Position in Astronomy/Astrophysics - JRID30297,TT,Department of Astronomy/Steward Observat,Large Academic,../job_view?JobID=30297
5435,5435,2007,11,2007,Postdoctoral Scholar in Observational Astrophysics GALEX - JRID30291,PostV,California Institute of Technology,Small Academic,../job_view?JobID=30291
5436,5436,2015,7,2015,Deputy Instrumentation Scientist - JRID51232,Scientific/Technical Staff,Giant Magellan Telescope (GMT),Other,../job_view?JobID=51232
5437,5437,2011,7,2011,Project Manager - JRID39651,Science Management,NOAO/National Solar Observatory,Other,../job_view?JobID=39651
5438,5438,2013,1,2012,Postdoctoral Research Associate - JRID44316,Post-doctoral Positions and Fellowships,Carnegie Institution for Science,Large Academic,../job_view?JobID=44316
5439,5439,2007,1,2006,Southern Cosmology Survey-University of KwaZulu-Natal Postdoctoral Fellowship - JRID28467,PostV,University of KwaZulu-Natal,Foreign,../job_view?JobID=28467
5440,5440,2007,1,2006,Research Associate - JRID28464,PostV,The Univesity of Arizona,Large Academic,../job_view?JobID=28464
5441,5441,2012,3,2011,Palomar Observatory Electronics Technician - JRID41795,Scientific/Technical Staff,California Institute of Technology,Large Academic,../job_view?JobID=41795
5442,5442,2007,1,2006,Lecturer in Observational Astronomy - JRID28461,NTT,University of Edinburgh,Large Academic,../job_view?JobID=28461
5443,5443,2012,3,2011,Assistant Engineer - JRID41798,Science Engineering,California Institute of Technology,Large Academic,../job_view?JobID=41798
5444,5444,2009,9,2009,Program Manager - JRID34974,Scientific/Technical Staff,Research School of Astronomy and Astroph,Foreign,../job_view?JobID=34974
5445,5445,2011,2,2010,Assistant Professor in Experimental Astrophysics and Cosmology - JRID38925,Faculty Positions (tenure and tenure-track),University of Chicago,Large Academic,../job_view?JobID=38925
5446,5446,2009,9,2009,Project Finance Manager - JRID34977,Science Management,"Australian National University, Research",Foreign,../job_view?JobID=34977
5447,5447,2009,9,2009,Postdoctoral Fellowship in Plasma Astrophysics - JRID34971,Post-doctoral Positions and Fellowships,University of Rochester,Large Academic,../job_view?JobID=34971
5448,5448,2011,2,2010,Instruments Lead Engineer - JRID38928,Science Engineering,W. M. Keck Observatory,Other,../job_view?JobID=38928
5449,5449,2009,11,2009,Assistant Professor in Astrophysics - JRID35550,Faculty Positions (tenure and tenure-track),Washington State University,Large Academic,../job_view?JobID=35550
5450,5450,2009,11,2009,"Postdoctoral position on data processing, analysis and modeling for Herschel Programmes on the Structure and Evolution of Circumstellar Disks - JRID35553",Post-doctoral Positions and Fellowships,Laboratoire d'Astrophysique de Grenoble,Foreign,../job_view?JobID=35553
5451,5451,2007,10,2007,2008 GLAST FELLOWSHIP PROGRAM - JRID30072,Other,,Other,../job_view?JobID=30072
5452,5452,2007,10,2007,Postdoctoral Position in Infrared Instrumentation - JRID30075,PostV,"University of Minnesota, Department of A",Large Academic,../job_view?JobID=30075
5453,5453,2009,11,2009,Postdoctoral Position in Cosmology - JRID35556,Post-doctoral Positions and Fellowships,Yale University,Large Academic,../job_view?JobID=35556
5454,5454,2009,10,2009,Department Chair of Physics - JRID35007,Faculty Positions (tenure and tenure-track),The College of New Jersey,Small Academic,../job_view?JobID=35007
5455,5455,2007,10,2007,"Postdoctoral Position in the Cosmology Group at UC Davis - University of California, Davis - JRID30078",PostV,"University of California, Davis",Large Academic,../job_view?JobID=30078
5456,5456,2011,10,2011,Dunlap Postdoctoral Fellowships in Astronomy and Astrophysics - JRID40229,Post-doctoral Positions and Fellowships,University of Toronto,Large Academic,../job_view?JobID=40229
5457,5457,2009,10,2009,Postdoctoral Position in Extragalactic Astrophysics and Cosmology - JRID35004,Post-doctoral Positions and Fellowships,University of California Davis,Large Academic,../job_view?JobID=35004
5458,5458,2009,10,2009,W2-Professorship in Experimental Physics - JRID35001,Faculty Positions (tenure and tenure-track),Department of Physics (I. Physikalisches,Foreign,../job_view?JobID=35001
5459,5459,2013,9,2013,Postdoctoral positions in galaxy evolution exploiting COSMOS and XXL survey data - JRID45540,Post-doctoral Positions and Fellowships,University of Zagreb,Large Academic,../job_view?JobID=45540
5460,5460,2013,10,2013,"Associate or Full Professor in Stellar Astrophysics, Exoplanets, and/or Astroinformatics at Georgia State University - JRID45546",Faculty Positions (tenure and tenure-track),Georgia State University,Large Academic,../job_view?JobID=45546
5461,5461,2012,1,2011,Bridge Postdoctoral Fellow - JRID41293,Post-doctoral Positions and Fellowships,Vanderbilt University,Large Academic,../job_view?JobID=41293
5462,5462,2010,11,2010,Doctoral Fellowships in Cosmology - JRID38343,Pre-doctoral/Graduate Positions,"Paris Institute for Astrophysics (IAP),",Foreign,../job_view?JobID=38343
5463,5463,2008,5,2007,Editor - JRID31659,Faculty Positions (visiting and non-tenure),Astronomy Education Review,Foreign,../job_view?JobID=31659
5464,5464,2008,6,2008,Postdoctoral fellow- Nordic ALMA regional centre node - JRID31656,PostV,Onsala Space Observatory,Foreign,../job_view?JobID=31656
5465,5465,2008,5,2007,Postdoctoral Position on the Dark Energy Survey Data Management Team - JRID31653,Post-doctoral Positions and Fellowships,University of Illinois,Large Academic,../job_view?JobID=31653
