,i,year,month,acyear,title,category,inst,instclass,url,country
162,162,2017,2,2016,Associate Librarian,Other,Space Telescope Science Institute,Other,/ad/28a2639c,United States of America
163,163,2017,3,2016,Post-doctoral position in extragalactic astronomy,Post-doctoral Positions and Fellowships,"Stockholm University, Department of Astronomy",Large Academic,/ad/78c26886,Sweden
164,164,2018,11,2018,Postdoctoral researcher in computational galaxy formation,Post-doctoral Positions and Fellowships,Georgia Institute of Technology,Large Academic,/ad/0a032e25,United States of America
165,165,2017,11,2017,KIAA postdoctoral research positions in extragalactic interstellar medium and star formation,Post-doctoral Positions and Fellowships,Kavli Institute for Astronomy and Astrophysics (KIAA) at Peking University,Large Academic,/ad/03b95a76,China
166,166,2016,6,2016,"Post-doctoral in Radio Astronomy at NARIT, Thailand",Post-doctoral Positions and Fellowships,National Astronomical Research Institute of Thailand (NARIT),Government Agency,/ad/7e5338c7,Thailand
167,167,2017,10,2017,Karl Schwarzschild Fellowship 2018,Post-doctoral Positions and Fellowships,Leibniz Institut fuer Astrophysik Potsdam (AIP),Research Laboratory,/ad/3f2c4637,Germany
168,168,2018,10,2018,Associate Professor in Astronomy &amp; Astrophysics ,Faculty Positions (tenure and tenure-track),University of Chicago,Large Academic,/ad/300a02ef,United States of America
169,169,2017,1,2016,"ERC-funded postdoc position in star formation at Konkoly Observatory, Budapest",Post-doctoral Positions and Fellowships,"MTA CSFK, Csatkai Endre u. 6-8, 9400 Sopron, Hungary",Foreign,/ad/95036321,Hungary
170,170,2018,9,2018,Faculty Position in Astrophysics,Faculty Positions (tenure and tenure-track),The University of Alabama in Huntsville,Small Academic,/ad/59094217,United States of America
171,171,2016,10,2016,Postdoctoral Position in Stellar Astrophysics,Post-doctoral Positions and Fellowships,Kavli Institute for Theoretical Physics,Large Academic,/ad/11566f0b,United States of America
172,172,2017,11,2017,Postdoctoral Position ,Post-doctoral Positions and Fellowships,Max Planck Insitute for Astrophysics,Other,/ad/6510d77f,Germany
173,173,2018,12,2018,Postdoctoral Research Assistant in Galaxy Dynamics (2 posts) ,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,/ad/08319b61,United Kingdom of Great Britain and Northern Ireland
174,174,2018,6,2018,Instructor in Astronomy,Faculty Positions (visiting and non-tenure),Michigan State University,Large Academic,/ad/a133219e,United States of America
175,175,2017,12,2017,"NASA Postdoctoral Program - Application Deadline March 1, 2018",Post-doctoral Positions and Fellowships,NASA / Universities Space Research Association,Other,/ad/4036362f,United States of America
176,176,2017,3,2016,Program Director (ATNF Science),Science Management,Commonwealth Scientific and Industrial Research Organisation (CSIRO),Foreign,/ad/77ddc0cd,Australia
177,177,2017,11,2017,"Postdoctoral Position in Galactic Archaeology with Kepler, K2, and the TESS missions ",Post-doctoral Positions and Fellowships,Aarhus University,Large Academic,/ad/b83a75b8,Denmark
178,178,2018,10,2018,Tenure-track faculty position in astronomy or gravitational physics,Faculty Positions (tenure and tenure-track),Montclair State University,Large Academic,/ad/e4e4078a,United States of America
179,179,2018,12,2018,Postdoctoral Research Associate I,Post-doctoral Positions and Fellowships,University of Arizona,Large Academic,/ad/060bbe12,United States of America
180,180,2018,10,2018,Assistant Professor of Astrobiology,Faculty Positions (tenure and tenure-track),Florida Institute of Technology,Small Academic,/ad/e244912f,United States of America
181,181,2016,11,2016,"Tenure-Track Faculty Position in Exoplanets - Department of Physics, McGill University",Faculty Positions (tenure and tenure-track),McGill University,Other,/ad/c26d5849,Canada
182,182,2018,12,2018,ASTRON and JIVE International Summer Students Programme 2019,Other,ASTRON Netherlands Institute for Radio Astronomy and JIVE Joint Institute for VLBI ERIC,Foreign,/ad/64f34319,Netherlands
183,183,2016,9,2016,2017 Hubble Fellowships,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/cab09bd8,United States of America
184,184,2018,2,2017,Professor / Associate Professor in Astrophysics,Faculty Positions (tenure and tenure-track),University of Leicester,Large Academic,/ad/4d5a2606,United Kingdom of Great Britain and Northern Ireland
185,185,2017,12,2017,Research Scientist,Other,Massachusetts Institute of Technology (MIT),Large Academic,/ad/1cb5f022,United States of America
186,186,2018,12,2018,Postdoctoral position in AGN and galaxy evolution,Post-doctoral Positions and Fellowships,Dartmouth College,Small Academic,/ad/2b46eea1,United States of America
187,187,2016,8,2016,Director General,Other,European Southern Observatory,Other,/ad/ff6a2325,Germany
188,188,2017,12,2017,Event Horizon Telescope Postdoctoral Fellowships at SAO,Post-doctoral Positions and Fellowships,Smithsonian Astrophysical  Observatory,Other,/ad/16aebf1f,United States of America
189,189,2018,8,2018,Laboratory/Observatory Manager,Scientific/Technical Staff,New Mexico State University,Large Academic,/ad/b92d08a2,United States of America
190,190,2017,12,2017,Postdoctoral position in computational astrophysics,Post-doctoral Positions and Fellowships,University of Exeter,Large Academic,/ad/77bc69f4,United Kingdom of Great Britain and Northern Ireland
191,191,2017,11,2017,Data Scientist,Scientific/Technical Staff,Square Kilometre Array South Africa (SKA SA),Research Laboratory,/ad/3f899564,South Africa
192,192,2017,1,2016,CAASTRO-3D Postdoctoral Researchers on First Galaxies (2 positions) ,Post-doctoral Positions and Fellowships,University of Melbourne,Large Academic,/ad/1c129da4,Australia
193,193,2018,10,2018,SKA Postdoctoral Position in Radio Astronomy Simulations,Post-doctoral Positions and Fellowships,Square Kilometre Array Organisation,Other,/ad/5cc4706d,United Kingdom of Great Britain and Northern Ireland
194,194,2018,11,2018,Postdoctoral position in Galactic Archaeology with the Pristine Survey,Post-doctoral Positions and Fellowships,Observatoire de la Cote d'Azur/ Laboratoire Lagrange,Research Laboratory,/ad/77d6f8d4,France
195,195,2018,12,2018,Transient Astrophysics Postdoctoral Researcher- #25985 ,Post-doctoral Positions and Fellowships,Space Telescope Science Institute,Other,/ad/e4eed25a,United States of America
196,196,2017,12,2017,Senior Researcher in Receiver Development for SKA ,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,/ad/e52e33d7,United Kingdom of Great Britain and Northern Ireland
197,197,2016,10,2016,Large Binocular Telescope Observatory Site Manager,Scientific/Technical Staff,Large Binocular Telescope Observatory,Other,/ad/71757506,United States of America
198,198,2019,2,2018,Astrophysicist (Research Assistant),Scientific/Technical Staff,Smithsonian Astrophysical Observatory,Government Agency,/ad/16c2d03e,United States of America
199,199,2016,11,2016,Tenure-Track Assistant or Associate Astronomer in Solar Physics,Faculty Positions (tenure and tenure-track),Institute for Astronomy,Large Academic,/ad/4f4b3e26,United States of America
200,200,2017,7,2017,Postdoctoral Researcher,Post-doctoral Positions and Fellowships,Universities Space Research Association (USRA),Research Laboratory,/ad/12f696ee,United States of America
201,201,2017,12,2017,University Lectureships in Theoretical Physics (two posts),Faculty Positions (tenure and tenure-track),University of Cambridge,Large Academic,/ad/ef19296a,United Kingdom of Great Britain and Northern Ireland
202,202,2018,2,2017,Research Associate in Evolved Planetary Systems and Binaries,Post-doctoral Positions and Fellowships,University College London,Large Academic,/ad/aa36a73d,United Kingdom of Great Britain and Northern Ireland
203,203,2016,9,2016,"Assistant Professor, Exoplanet Astrophysics MIT",Faculty Positions (tenure and tenure-track),Massachusetts Institute of Technology,Large Academic,/ad/4515802d,United States of America
204,204,2017,4,2016,Cosmology Post-doctoral Position at Argonne National Laboratory,Post-doctoral Positions and Fellowships,Argonne National Laboratory,Research Laboratory,/ad/7ced027e,United States of America
205,205,2017,10,2017,SARChI Postdoctoral Fellow in Neutral Hydrogen Radio Interferometry University of Cape Town,Post-doctoral Positions and Fellowships,University of Cape Town,Research Laboratory,/ad/aa1ab6c8,South Africa
206,206,2018,6,2018,Senior Staff Astronomer at the IRAM 30-meter telescope,Scientific/Technical Staff,IRAM,Research Laboratory,/ad/bc1f0af5,Spain
207,207,2017,12,2017,Postdoctoral Position in Computational Astrophysics,Post-doctoral Positions and Fellowships,University of Hamburg,Large Academic,/ad/5a1ef89e,Germany
208,208,2018,10,2018,"Postdoctoral Position in Multi-wavelength Supernova, Gravitational-Wave, and Time-Domain Research.",Post-doctoral Positions and Fellowships,The University of Texas at Austin,Large Academic,/ad/d8ece100,United States of America
209,209,2018,10,2018,Assistant Professor in Computational Astrophysics,Faculty Positions (tenure and tenure-track),University of Georgia,Large Academic,/ad/86e08888,United States of America
210,210,2018,12,2018,Postdoctoral Position in Time Domain or Stellar Astrophysics,Post-doctoral Positions and Fellowships,University of Toronto,Large Academic,/ad/8a47c8f3,Canada
211,211,2019,3,2018,ASTRO 3D Research Scientist in HI Galaxy Evolution Surveys,Post-doctoral Positions and Fellowships,University of Western Australia,Large Academic,/ad/1859adfa,Australia
212,212,2018,12,2018,Instructor in Physics/Astronomy at Texas Christian University,Faculty Positions (visiting and non-tenure),Texas Christian University - Physics &amp; Astronomy,Large Academic,/ad/55045577,United States of America
213,213,2016,7,2016,Research Associate in Theoretical Stellar Astrophysics,Post-doctoral Positions and Fellowships,Keele University,Small Academic,/ad/9bb0480a,United Kingdom of Great Britain and Northern Ireland
214,214,2018,2,2017,Postdoc for the CONCERTO [CII] intensity mapping experiment,Post-doctoral Positions and Fellowships,Laboratoire d'Astrophysique de Marseille,Research Laboratory,/ad/7d742bd5,France
215,215,2016,6,2016,Assistant Staff Scientist,Scientific/Technical Staff,MMT Observatory,Large Academic,/ad/6650297f,United States of America
216,216,2018,9,2018,Jansky Fellowship,Post-doctoral Positions and Fellowships,National Radio Astronomy Observatory,Research Laboratory,/ad/26fa3172,United States of America
217,217,2018,11,2018,ERC-Funded Postdoctoral Research Positions in Computational Astrophysics,Post-doctoral Positions and Fellowships,Charles University,Foreign,/ad/294c6561,Czech Republic
218,218,2017,3,2016,"Assistant professorship in observational intermediate or high-redshift astronomy and/or observational cosmology, Ghent University",Faculty Positions (tenure and tenure-track),Ghent University,Large Academic,/ad/54c08f27,Belgium
219,219,2017,11,2017,Postdoctoral position in Galaxy dynamics,Post-doctoral Positions and Fellowships,University of Edinburgh,Large Academic,/ad/af0453b2,United Kingdom of Great Britain and Northern Ireland
220,220,2019,1,2018,CMB Instrumentation Postdoctoral Fellowships at University of Science and Technology of China,Post-doctoral Positions and Fellowships,University of Science and Technology of China,Foreign,/ad/b5034fca,China
221,221,2017,11,2017,"PhD position in galaxy formation, observations and simulations.",Pre-doctoral/Graduate Positions,CEA Saclay,Large Academic,/ad/32414603,France
222,222,2017,1,2016,SKA-VLBI Scientist,Other,SKA Organisation,Other,/ad/b8bcfa34,United Kingdom of Great Britain and Northern Ireland
223,223,2017,12,2017,Postdoctoral position in X-ray observations of clusters of galaxies ,Post-doctoral Positions and Fellowships,CEA Paris-Saclay,Foreign,/ad/4a790a75,France
224,224,2018,12,2018,Image Processing Engineer,Science Engineering,"Spaceflight Industries, Inc",Other,/ad/2572ce3c,United States of America
225,225,2018,8,2018,ESA/AURA Astronomer Opportunities,Faculty Positions (tenure and tenure-track),Space Telescope Science Institute,Other,/ad/ef8aaf89,United States of America
226,226,2016,11,2016,Senior Informal Education Specialist,Other,Space Telescope Science Institute,Other,/ad/7bce222a,United States of America
227,227,2018,4,2017,Faculty Position (Technology Development),Faculty Positions (visiting and non-tenure),National Centre for Radio Astrophysics,Large Academic,/ad/66abfde4,India
228,228,2018,1,2017,ngVLA Configuration Research Associate - UPDATED,Post-doctoral Positions and Fellowships,National Radio Astronomy Observatory,Research Laboratory,/ad/e9c76cce,United States of America
229,229,2017,10,2017,ASTRONOMER â€“ Postdoctoral Position on Exoplanetary Atmospheres,Post-doctoral Positions and Fellowships,Smithsonian Astrophysical Observatory,Government Agency,/ad/f969d9c3,United States of America
230,230,2018,12,2018,PhD position in Gravitational Wave research at the University of Amsterdam,Pre-doctoral/Graduate Positions,University of Amsterdam,Large Academic,/ad/630e6aa0,Netherlands
231,231,2016,7,2016,High Performance Data Analysis Specialist,Other,SKA Organisation,Other,/ad/42b7c9f3,United Kingdom of Great Britain and Northern Ireland
232,232,2018,12,2018,Sotware Dev Specialist,Other,Apache Point Observtory,Other,/ad/683fc680,United States of America
233,233,2017,9,2017,Carnegie-Princeton Postdoctoral Fellowship,Post-doctoral Positions and Fellowships,Carnegie Institution for Science and Princeton University,Small Academic,/ad/50fc06e7,United States of America
234,234,2016,7,2016,Five-Year Post-Doctoral Research Fellowships,Post-doctoral Positions and Fellowships,All Souls College,Other,/ad/84da2f1b,United Kingdom of Great Britain and Northern Ireland
235,235,2017,10,2017,Post-Doctoral Position at the Dynamics Group,Post-doctoral Positions and Fellowships,Max Planck Institute for Extraterrestrial Physics,Foreign,/ad/728388ba,Germany
