,i,year,month,acyear,title,category,inst,instclass,url,country
165,165,2021,11,2021,Postdoctoral Researcher in Extragalactic Astrophysics: high-z/EoR focus ,Post-doctoral Positions and Fellowships,Stockholm University,Large Academic,/ad/d9e9ba74,Sweden
166,166,2022,5,2021,Research Technologist 1 - Sub-Orbital Rocket Lab,Scientific/Technical Staff,Penn State University,Large Academic,/ad/ef5dda89,United States of America
167,167,2020,11,2020,Postdoctoral Fellowship in Gravitational Lensing,Post-doctoral Positions and Fellowships,University of Bonn,Foreign,/ad/e4ce803d,Germany
168,168,2019,12,2019,Research Fellow in Transients and Gravitational-Wave Astrophysics,Post-doctoral Positions and Fellowships,University of Portsmouth,Large Academic,/ad/3b490204,United Kingdom of Great Britain and Northern Ireland
169,169,2019,8,2019,Postdoctoral Research Assistant in Time Domain Astrophysics with SKA,Post-doctoral Positions and Fellowships,University of Oxford,Large Academic,/ad/86bd8ba0,United Kingdom of Great Britain and Northern Ireland
170,170,2019,8,2019,Science Instruments Group Leader,Science Engineering,"TMT International Observatory, LLC",Other,/ad/734a40ff,United States of America
171,171,2020,8,2020,Postdoctoral fellowships in Planet Formation and Planetary Science,Post-doctoral Positions and Fellowships,Universidad Diego Portales,Foreign,/ad/f5231e4d,Chile
172,172,2019,11,2019,Postdoctoral Positions in X-ray Astronomy,Post-doctoral Positions and Fellowships,Tsinghua University,Large Academic,/ad/f003f1b0,China
173,173,2021,9,2021,Postdoctoral position in Observational Extragalactic Astronomy,Post-doctoral Positions and Fellowships,"University of California, Irvine",Large Academic,/ad/62d43533,United States of America
174,174,2021,10,2021,"Faculty Position in Astrophysics, Peking University",Faculty Positions (tenure and tenure-track),Peking University,Large Academic,/ad/2fb8900c,China
175,175,2021,2,2020,Postdoctoral research position on the study of ground and space light pollution sources,Post-doctoral Positions and Fellowships,Universidad de Antofagasta,Large Academic,/ad/5a05d7fb,Chile
176,176,2020,10,2020,KIAA Postdoctoral Position for Research on AGN Host Galaxies,Post-doctoral Positions and Fellowships,Peking University,Large Academic,/ad/e92c7398,China
177,177,2019,9,2019,Post-Doctoral position in protostellar discs and/or galaxies and galaxy clusters,Post-doctoral Positions and Fellowships,Universita' degli Studi di Milano,Large Academic,/ad/6b238a5b,Italy
178,178,2020,8,2020,Postdoctoral fellowships in Active Galactic Nuclei and Galaxy Evolution,Post-doctoral Positions and Fellowships,Universidad Diego Portales,Foreign,/ad/ad25cdbb,Chile
179,179,2019,10,2019,Postdoctoral Position in Theoretical Astrophysics,Post-doctoral Positions and Fellowships,Johns Hopkins University,Large Academic,/ad/2e424ff6,United States of America
180,180,2021,11,2021,Assistant Professor in Physics and Astronomy,Faculty Positions (tenure and tenure-track),Appalachian State University,Large Academic,/ad/2c224463,United States of America
181,181,2019,9,2019,Stanford - Santa Cruz Cosmology Fellowship,Post-doctoral Positions and Fellowships,KIPAC,Large Academic,/ad/7b3a24b3,United States of America
182,182,2020,12,2020,Public Engagement and Outreach Fellow,Post-doctoral Positions and Fellowships,University of Portsmouth,Large Academic,/ad/eba24a2a,United Kingdom of Great Britain and Northern Ireland
183,183,2021,9,2021,Postdoctoral Scholar-Wave-particle interactions in Space Plasmas -Space Sciences Laboratory,Post-doctoral Positions and Fellowships,"University of California, Berkeley",Large Academic,/ad/80a228e6,United States of America
184,184,2022,4,2021,Tenure Track Position(s),Faculty Positions (tenure and tenure-track),Lowell Observatory,Other,/ad/899af33f,United States of America
185,185,2021,1,2020,University Lectureship in Extragalactic Astrophysics,Faculty Positions (tenure and tenure-track),University of Cambridge,Large Academic,/ad/880c35a9,United Kingdom of Great Britain and Northern Ireland
186,186,2019,11,2019,Post-doctoral position in observational astrophysics,Post-doctoral Positions and Fellowships,Monterey Institute for Research in Astronomy,Small Academic,/ad/5e1b83ed,United States of America
187,187,2020,3,2019,Post-doctoral Fellowship positions,Post-doctoral Positions and Fellowships,Inter-University Centre for Astronomy and Astrophysics (IUCAA),Government Agency,/ad/e426d45b,India
188,188,2022,1,2021,Postdoctoral Research Associate,Post-doctoral Positions and Fellowships,Bellarmine University,Small Academic,/ad/bdc4fb8a,United States of America
189,189,2021,11,2021,Postdoctoral positions in the field of exoplanets,Post-doctoral Positions and Fellowships,Tsinghua University,Large Academic,/ad/1517886a,China
190,190,2019,9,2019,Postdoc in Observational Cosmology,Post-doctoral Positions and Fellowships,Technical University of Copenhagen and University of Copenhagen,Large Academic,/ad/f8461343,Denmark
191,191,2020,11,2020,"Assistant Professor, National Astronomical Observatory of Japan (NAOJ)",Faculty Positions (tenure and tenure-track),National Astronomical Observatory of Japan,Foreign,/ad/40db9d10,Japan
192,192,2020,4,2019,Spacecraft Attitude Control Systems Engineer - #0041637a,Scientific/Technical Staff,Space Telescope Science Institute,Industry,/ad/4bf6e31b,United States of America
193,193,2021,11,2021,Research Associate,Post-doctoral Positions and Fellowships,Curtin University,Large Academic,/ad/fdb86744,Australia
194,194,2022,3,2021,Postdoctoral Position in Galaxy Evolution and Cosmology with Euclid spectroscopic data,Post-doctoral Positions and Fellowships,University of Bologna,Large Academic,/ad/90971365,Italy
195,195,2020,11,2020,Postdoctoral Associate in theoretical and computational planet formation,Post-doctoral Positions and Fellowships,Academia Sinica Institute of Astronomy and Astrophysics (ASIAA),Large Academic,/ad/ea9dc6b3,Taiwan
196,196,2022,5,2021,"Postdoc position on Galaxy evolution - Valongo Observatory, Rio de Janeiro, Brazil",Post-doctoral Positions and Fellowships,Federal University of Rio de Janeiro,Foreign,/ad/780de208,Brazil
197,197,2020,3,2019,Kepler and K2 Training Materials Developer ,Other,NumFocus,Other,/ad/8b8e13de,United States of America
198,198,2020,6,2020,GeoCarb Deputy Instrument Scientist,Science Engineering,University of Oklahoma,Large Academic,/ad/6e792e08,United States of America
199,199,2019,10,2019,"Post-doctoral Position in Multi-Wavelength Astrophysics within the Centre for Space Research, South Africa",Post-doctoral Positions and Fellowships,North-West University,Foreign,/ad/63a006c6,South Africa
200,200,2020,6,2020,Two postdoctoral fellowships in extragalactic astrophysics: High-redshift galaxy formation and the epoch of Reionization,Post-doctoral Positions and Fellowships,University of Groningen,Large Academic,/ad/b0319cd2,Netherlands
201,201,2019,10,2019,EXES Postdoctoral Researcher at NASA Ames,Post-doctoral Positions and Fellowships,"University of California, Davis",Large Academic,/ad/91e0afbb,United States of America
202,202,2019,9,2019,Illinois Survey Science Fellowship,Post-doctoral Positions and Fellowships,National Center for Supercomputing Applications,Other,/ad/ccd05e48,United States of America
203,203,2020,10,2020,MPIA Data Scientist ,Scientific/Technical Staff,Max Planck Institute for Astronomy,Large Academic,/ad/2a89fed1,Germany
204,204,2022,2,2021,Full Professor/Professor in Quantum Electronics for Radio Astronomy,Faculty Positions (tenure and tenure-track),Chalmers University of Technology,Foreign,/ad/88ba25ee,Sweden
205,205,2019,9,2019,Technical Project Manager,Science Engineering,California Institute of Technology,Small Academic,/ad/4110ba32,United States of America
206,206,2021,4,2020,Postdoctoral position in cosmology,Post-doctoral Positions and Fellowships,Center for Theoretical Physics of the Polish Academy of Sciences,Research Laboratory,/ad/545415e1,Poland
207,207,2020,8,2020,Faculty Position in Astrophysics and Cosmology at Kavli IPMU,Faculty Positions (tenure and tenure-track),"Kavli IPMU, The University of Tokyo",Foreign,/ad/eaeab08b,Japan
208,208,2022,7,2022,Postdoctoral Researcher in ISM Physics and Star Formation (JWST) - Reference Number 345 ,Post-doctoral Positions and Fellowships,Max Planck Institute for Astronomy,Large Academic,/ad/40c14495,Germany
209,209,2022,4,2021,PhD position in computational modelling of asteroid collisions ,Pre-doctoral/Graduate Positions,University of Bern,Large Academic,/ad/ff129948,Switzerland
210,210,2019,10,2019,Assistant Professor - Astrophysics Experiment or Theory and Associated Data Science - Department of Physics,Faculty Positions (tenure and tenure-track),"University of California, Berkeley",Large Academic,/ad/e6cf1491,United States of America
211,211,2022,1,2021,Systems Administrator NExScI,Science Engineering,Caltech,Small Academic,/ad/f9002cb7,United States of America
212,212,2022,6,2022,Tenure-track position in Astrophysics at Pontificia Universidad Católica de Valparaíso,Faculty Positions (tenure and tenure-track),Pontificia Universidad Católica de Valparaíso,Large Academic,/ad/26b62913,Chile
213,213,2021,12,2021,Postdoctoral Research Associate,Post-doctoral Positions and Fellowships,Brown University,Large Academic,/ad/25fbea03,United States of America
214,214,2020,9,2020,Liaison Scientist (10366),Scientific/Technical Staff,European Space Agency,Foreign,/ad/b4878ef1,Netherlands
215,215,2021,7,2021,Science Intern ,Scientific/Technical Staff,AURA/Gemini Observatory,Other,/ad/cf53d4c2,United States of America
216,216,2021,7,2021,IT specialist (male/female/other) (B.Sc. or “Fachinformatik”),Scientific/Technical Staff,Leibniz-Institut für Sonnenphysik (KIS),Other,/ad/a1d97dc0,Germany
217,217,2022,9,2022,TITANS: Postdoc to work on Event Horizon Telescope Imaging of Supermassive Black Holes,Post-doctoral Positions and Fellowships,"Nucleo Milenio TITANS, Chile: U. Concepcion, U. Chile, PUC, U. Valparaiso",Large Academic,/ad/d2e714b1,Chile
218,218,2020,2,2019,Postdoctoral positions in the field of diffuse X-ray emission,Post-doctoral Positions and Fellowships,Istituto Nazionale di Astronomia,Research Laboratory,/ad/9d2850cb,Italy
219,219,2020,10,2020,Postdoctoral Position in Galaxy Formation and Near-Field Cosmology,Post-doctoral Positions and Fellowships,The University of Texas at Austin,Large Academic,/ad/248baa22,United States of America
220,220,2020,9,2020,INTERACTIONS Postdoctoral Fellowship Program,Faculty Positions (visiting and non-tenure),Niels Bohr International Academy,Foreign,/ad/67116dfe,Denmark
221,221,2021,10,2021,Faculty Positions  (Astronomy),Faculty Positions (tenure and tenure-track),Tata Institute of Fundamental Research,Large Academic,/ad/86a4fc05,India
222,222,2019,10,2019,Assistant Professor in Advanced Physical Instrumentation and Data Analysis,Faculty Positions (tenure and tenure-track),University of Durham,Large Academic,/ad/026b1297,United Kingdom of Great Britain and Northern Ireland
223,223,2022,3,2021,Postdoctoral positions at Universidad Diego Portales in Observational Astrophysics,Post-doctoral Positions and Fellowships,Universidad Diego Portales,Foreign,/ad/999e49c5,Chile
224,224,2020,3,2019,"Dean, Eberly College of Science",Faculty Positions (visiting and non-tenure),The Pennsylvania State University,Large Academic,/ad/8308f3ad,United States of America
225,225,2020,12,2020,Several postdoctoral positions on planet formation in Chile. Theory and observations,Post-doctoral Positions and Fellowships,"Núcleo Milenio de Formación Planetaria (UV, UTFSM, UAI)",Large Academic,/ad/f91b30b2,Chile
226,226,2021,10,2021,MUST Fellows in Tsinghua University,Post-doctoral Positions and Fellowships,Tsinghua University,Large Academic,/ad/a83d2806,China
227,227,2020,9,2020,Faculty Positions (Tenure and Tenure track),Faculty Positions (tenure and tenure-track),Yunnan University (YNU),Foreign,/ad/07425a5c,China
228,228,2021,8,2021,Postdoctoral Fellow in Mars Data Assimilation,Post-doctoral Positions and Fellowships,United Arab Emirates University,Large Academic,/ad/3a9f46ca,United Arab Emirates
229,229,2020,2,2019,Science Operation Specialist ,Scientific/Technical Staff,AURA,Other,/ad/1f62d415,Chile
230,230,2020,9,2020,Postdoctoral Fellow-Berkeley Center for Cosmological Physics (BCCP) OR Theoretical Astrophysics Center (TAC),Post-doctoral Positions and Fellowships,UC Berkeley,Large Academic,/ad/e4b02b57,United States of America
231,231,2019,10,2019,Four-year MPI and Northwestern Joint Postdoctoral Position in Gravitational-Wave Theory and Astrophysics,Post-doctoral Positions and Fellowships,"CIERA (Northwestern  University) and the Max Planck Institute for Gravitational Physics (Albert Einstein Institute,  AEI)",Large Academic,/ad/f0a1fbf3,not specified
232,232,2021,9,2021,Computational Astrophysics Postdoc,Post-doctoral Positions and Fellowships,Los Alamos National Laboratory,Research Laboratory,/ad/54726e3c,United States of America
233,233,2021,6,2021,Postdoc Position in Solar Physics at KIS,Post-doctoral Positions and Fellowships,Leibniz-Institut für Sonnenphysik (KIS),Other,/ad/76c3507b,Germany
234,234,2022,2,2021,ERC based pulsating stars  position at CAMK ,Post-doctoral Positions and Fellowships,Nicolaus Copernicus Astronomical Centre of the Polish Academy of Sciences,Small Academic,/ad/bc2736e5,Poland
235,235,2022,3,2021,Postdoctoral Position in Millimeter VLBI,Post-doctoral Positions and Fellowships,Julius-Maximilians-Universitaet Wuerzburg,Research Laboratory,/ad/c10f6b1b,Germany
236,236,2021,12,2021,NAOJ Postdoctoral Researcher Stationed at Nihon University,Post-doctoral Positions and Fellowships,Nihon University/NAOJ,Foreign,/ad/79d1e45e,Japan
237,237,2020,11,2020,Research Associate,Post-doctoral Positions and Fellowships,Curtin University,Large Academic,/ad/0b833af3,Australia
238,238,2019,10,2019,Post-doctoral Fellowship positions,Post-doctoral Positions and Fellowships,Inter-University Centre for Astronomy and Astrophysics (IUCAA),Government Agency,/ad/88ca223a,India
239,239,2019,8,2019,Assistant Professor of Planetary Geology/Geophysics,Faculty Positions (tenure and tenure-track),Western Washington University,Small Academic,/ad/2d216a54,United States of America
